comp1_c0_seq1	GO:0009507, GO:0016020
comp2295_c0_seq1	GO:0016579, GO:0005515, GO:0009640, GO:0045893, GO:0016021, GO:0016571, GO:0005829, GO:0008180, GO:0010387, GO:0000338, GO:0016567
comp2296_c0_seq1	GO:0008150, GO:0003674, GO:0005886
comp2297_c0_seq1	GO:0008283, GO:0031410
comp2298_c0_seq1	GO:0015992, GO:0006120, GO:0009055, GO:0008137, GO:0009853, GO:0006744, GO:0080129, GO:0006511, GO:0006814, GO:0005747, GO:0006118, GO:0050897, GO:0051788
comp2299_c0_seq1	GO:0005524, GO:0005515, GO:0004672, GO:0006468
comp2300_c0_seq1	GO:0005623, GO:0009987, GO:0016853
comp2301_c0_seq1	GO:0016301
comp2302_c0_seq1	GO:0048573, GO:0005507, GO:0016021, GO:0010038
comp2304_c0_seq1	GO:0004402, GO:0005667, GO:0008270, GO:0042967, GO:0003712, GO:0005515, GO:0006355, GO:0006355, GO:0000123
comp2306_c0_seq1	GO:0006906, GO:0016021, GO:0005484, GO:0000149, GO:0005622
comp2307_c0_seq1	GO:0009570, GO:0009793, GO:0009853, GO:0009637, GO:0000023, GO:0005524, GO:0010218, GO:0048046, GO:0019288, GO:0019761, GO:0048481, GO:0010155, GO:0010114, GO:0006098, GO:0009644, GO:0008878, GO:0005985, GO:0009744, GO:0048573, GO:0030931, GO:0005978, GO:0019252, GO:0043085, GO:0010027, GO:0016226
comp2308_c0_seq1	GO:0005524, GO:0016558, GO:0061630, GO:0006635, GO:0031625, GO:0005737, GO:0006661, GO:0016874, GO:0016567
comp2310_c0_seq1	GO:0005634, GO:0043161, GO:0008540, GO:0050790, GO:0016021, GO:0004175, GO:0042176, GO:0005488, GO:0034515, GO:0030234
comp2311_c0_seq1	
comp2312_c0_seq1	GO:0008152, GO:0016021, GO:0016874
comp2315_c0_seq1	
comp2316_c0_seq1	GO:0003743, GO:0045905, GO:0003746, GO:0043022, GO:0006452, GO:0005840, GO:0006446, GO:0045901
comp2318_c0_seq1	GO:0004129, GO:1902600, GO:0006123, GO:0005751
comp2319_c0_seq1	GO:0001510, GO:0006333, GO:0000398
comp2320_c0_seq1	GO:0042967, GO:0009555, GO:0005488, GO:0006897, GO:0009504, GO:0005886, GO:0004379, GO:0005634, GO:0009506, GO:0005829, GO:0030244, GO:0018008, GO:0048193
comp2321_c0_seq1	GO:0045298, GO:0000910, GO:0000226, GO:0008017
comp2322_c0_seq1	GO:0050661, GO:0051287, GO:0055114, GO:0006006, GO:0016620
comp2323_c0_seq1	GO:0016021, GO:0006486, GO:0005783, GO:0005794, GO:0005774
comp2325_c0_seq1	GO:0009570, GO:0015940, GO:0006207, GO:0019482, GO:0004152, GO:0006212, GO:0055114, GO:0017113
comp2326_c0_seq1	GO:0005783, GO:0005794, GO:0004364, GO:0005773, GO:0006803, GO:0006979, GO:0006888, GO:0004602, GO:0006749, GO:0006804, GO:0016021, GO:0098869, GO:0031410
comp2327_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp2328_c0_seq1	GO:0009570, GO:0003735, GO:0009941, GO:0006354, GO:0042254, GO:0000311, GO:0006412
comp2329_c0_seq1	GO:0034475, GO:0009561, GO:0043928, GO:0000467, GO:0000177, GO:0000176, GO:0071051, GO:0003723, GO:0071035, GO:0005739, GO:0071034, GO:0071038, GO:0071049, GO:0034427
comp2331_c0_seq1	GO:0009570, GO:0000287, GO:0046570, GO:0008270, GO:0043716, GO:0043715, GO:0019284, GO:0019509, GO:0005829, GO:0016311, GO:0043874
comp2333_c0_seq1	GO:0007131, GO:0000911, GO:0009555, GO:0043687, GO:0009855, GO:0003950, GO:0006346, GO:0051103, GO:0009909, GO:0051287, GO:0045893, GO:0051567, GO:0010014, GO:0010212, GO:0008270, GO:0006273, GO:0006471, GO:0010073, GO:0035196, GO:0000724, GO:0007267, GO:0048449, GO:0006275, GO:0007067, GO:0000226, GO:0007129, GO:0005634, GO:0003677, GO:0003910, GO:0006306, GO:0009616, GO:0005737, GO:0016444, GO:0010267, GO:0010564
comp2334_c0_seq1	
comp2335_c0_seq1	GO:0000166, GO:0003676
comp2336_c0_seq1	
comp2337_c0_seq1	
comp2338_c0_seq1	GO:0009570, GO:0004636, GO:0004635, GO:0009165, GO:0000105
comp2341_c0_seq1	GO:0016020
comp2342_c0_seq1	GO:0016021
comp2343_c0_seq1	GO:0045281, GO:0006118, GO:0006119, GO:0008177, GO:0046872, GO:0009055, GO:0051538, GO:0006099, GO:0051539, GO:0051537, GO:0005743
comp2345_c0_seq1	GO:0016021
comp2346_c0_seq1	GO:0003723, GO:0005730, GO:0000027
comp2348_c0_seq1	GO:0005515
comp2349_c0_seq1	GO:0016579, GO:0006520, GO:0016787
comp2351_c0_seq1	GO:0000287, GO:0005524, GO:0005802, GO:0006812, GO:0045332, GO:0015917, GO:0008152, GO:0016021, GO:0000139, GO:0004012, GO:0048194, GO:0005886
comp2352_c0_seq1	GO:0005525, GO:0007264, GO:0016020, GO:0015031, GO:0005622
comp2353_c0_seq1	GO:0003676, GO:0003723
comp2354_c0_seq1	GO:0008150, GO:0008152, GO:0016740, GO:0003674
comp2355_c0_seq1	GO:0000287, GO:0003984, GO:0030976, GO:0009097, GO:0015940, GO:0050660, GO:0009099, GO:0005948, GO:0009098
comp2356_c0_seq1	GO:0009536
comp2357_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021
comp2360_c0_seq1	GO:0005689, GO:0071011, GO:0005686, GO:0000398
comp2362_c0_seq1	GO:0004842, GO:0005515, GO:0016567
comp2366_c0_seq1	GO:0008152, GO:0004792
comp2368_c0_seq1	GO:0005509, GO:0016021, GO:0031410
comp2371_c0_seq1	GO:0005488
comp2372_c0_seq1	GO:0005829, GO:0009736
comp2373_c0_seq1	GO:0006094, GO:0009651, GO:0006096, GO:0004298, GO:0046686, GO:0005886, GO:0080129, GO:0009817, GO:0005634, GO:0009507, GO:0006635, GO:0043161, GO:0009407, GO:0005839, GO:0048046, GO:0005829, GO:0051788
comp2374_c0_seq1	GO:0005537, GO:0030246
comp2377_c0_seq1	GO:0015079, GO:0071805, GO:0016021
comp2378_c0_seq1	GO:0005515
comp2380_c0_seq1	GO:0016579, GO:0005634, GO:0003677, GO:0061630, GO:0031625, GO:0005737, GO:0070534, GO:0006301
comp2381_c0_seq1	GO:0005672, GO:0006367
comp2382_c0_seq1	GO:0006118, GO:0005507, GO:0009055, GO:0055114, GO:0009535
comp2383_c0_seq1	GO:0003723, GO:0005515, GO:0071013, GO:0071004, GO:0005686, GO:0000389
comp2384_c0_seq1	GO:0035242, GO:0034969, GO:0019919, GO:0005829, GO:0006355, GO:0008469
comp2386_c0_seq1	GO:0001510, GO:0071013, GO:0071011, GO:0046540, GO:0005682, GO:0005829, GO:0019013, GO:0005686, GO:0005730, GO:0005685, GO:0005732, GO:0000387
comp2387_c0_seq1	GO:0006118, GO:0009055, GO:0020037
comp2388_c0_seq1	GO:0000166, GO:0003676, GO:0000381, GO:0000932, GO:0009846, GO:0009845
comp2389_c0_seq1	GO:0005634, GO:0043161, GO:0008540, GO:0050790, GO:0004175, GO:0042176, GO:0034515, GO:0030234
comp2390_c0_seq1	GO:0006890, GO:0016021, GO:0005622
comp2393_c0_seq1	
comp2394_c0_seq1	GO:0034394, GO:0003923, GO:0046520, GO:0006508, GO:0004672, GO:0008233, GO:0016255, GO:0006468, GO:0042765, GO:0016126
comp2395_c0_seq1	GO:0004842, GO:0006281, GO:0000151, GO:0043130, GO:0043168, GO:0016567
comp2396_c0_seq1	GO:0016021, GO:0070588, GO:0015369, GO:0006885
comp2397_c0_seq1	GO:0005524, GO:0009536, GO:0008568
comp2398_c0_seq1	
comp2401_c0_seq1	GO:0016579, GO:0007062, GO:0010162, GO:0019915, GO:0009640, GO:0009880, GO:0010072, GO:0010182, GO:0005730, GO:0009845, GO:0048825, GO:0006511, GO:0004843, GO:0051301, GO:0009909, GO:0045595, GO:0050826, GO:0010228, GO:0010564, GO:0016567
comp2403_c0_seq1	
comp2405_c0_seq1	GO:0005887, GO:0005524, GO:0051453, GO:0006119, GO:0046872, GO:0043231, GO:1902600, GO:0008553, GO:0006754
comp2406_c0_seq1	GO:0009044, GO:0005576, GO:0005774, GO:0005982, GO:0005985, GO:0009117
comp2407_c0_seq1	GO:0005634, GO:0003677, GO:0000786, GO:0006334
comp2408_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp2409_c0_seq1	GO:0005525, GO:0005200, GO:0005874, GO:0007017
comp2410_c0_seq1	GO:0042207, GO:0006525, GO:0006558, GO:0005515, GO:0006560, GO:0009165, GO:0004040, GO:0031359, GO:0016884, GO:0006568, GO:0018874
comp2411_c0_seq1	GO:0016021, GO:0031410, GO:0005774
comp2412_c0_seq1	GO:0090410, GO:0016020, GO:0005829, GO:0090409
comp2414_c0_seq1	GO:0005618, GO:0006508, GO:0004252, GO:0019761
comp2417_c0_seq1	GO:0016021, GO:0005783, GO:0006810, GO:0005215
comp2420_c0_seq1	GO:0006691, GO:0006749, GO:0016021, GO:0019530, GO:0006693, GO:0003840
comp2421_c0_seq1	GO:0005515, GO:0009536
comp2422_c0_seq1	GO:0005975, GO:0030060, GO:0006108, GO:0046487, GO:0005739, GO:0010319, GO:0048046, GO:0009941, GO:0019643, GO:0005774, GO:0006090
comp2427_c0_seq1	GO:0016740
comp2428_c0_seq1	GO:0016117, GO:0009507, GO:0003723, GO:0009737, GO:0009902, GO:0034660, GO:0010027, GO:0019288, GO:0006655
comp2429_c0_seq1	GO:0009507, GO:0055085, GO:0003735, GO:0005509, GO:0016020, GO:0042254, GO:0005840, GO:0006412
comp2430_c0_seq1	
comp2431_c0_seq1	GO:0005524, GO:0009506, GO:0005739, GO:0006508, GO:0009941, GO:0016021, GO:0004176, GO:0004222, GO:0008568, GO:0006510
comp2432_c0_seq1	GO:0005829
comp2435_c0_seq1	GO:0008270, GO:0016020
comp2436_c0_seq1	GO:0004325, GO:0015994, GO:0009507, GO:0010363, GO:0052542, GO:0030968, GO:0019243, GO:0016021, GO:0006783, GO:0009611, GO:0043069, GO:0006612
comp2437_c0_seq1	GO:0010196, GO:0009783, GO:0009651, GO:0007030, GO:0009941, GO:0009522, GO:0009768, GO:0009535, GO:0046872, GO:0031409, GO:0006816, GO:0016021, GO:0019344, GO:0018298, GO:0016168, GO:0010287, GO:0035304
comp2441_c0_seq1	GO:0055085, GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0006412
comp2442_c0_seq1	GO:0016757, GO:0046486, GO:0005509, GO:0016021, GO:0004609, GO:0006563, GO:0005544, GO:0006544, GO:0006566
comp2443_c0_seq1	GO:0019464, GO:0005960
comp2444_c0_seq1	GO:0031965, GO:0005737, GO:0000060, GO:0006607, GO:0008565, GO:0034399, GO:0008536, GO:0000059, GO:0008139, GO:0006610
comp2445_c0_seq1	GO:0016020
comp2448_c0_seq1	GO:0097159, GO:1901363
comp2449_c0_seq1	GO:0046872
comp2450_c0_seq1	GO:0004129, GO:0045277, GO:0005739, GO:1902600, GO:0006123
comp2451_c0_seq1	GO:0009506, GO:0005515, GO:0005829
comp2453_c0_seq1	GO:0000166, GO:0017069, GO:0000398
comp2454_c0_seq1	GO:0003676, GO:0004535, GO:0005634, GO:0090503, GO:0043928, GO:0051252, GO:0000932, GO:0030015, GO:0016740, GO:0017148
comp2455_c0_seq1	GO:0016021
comp2456_c0_seq1	GO:0016790, GO:0006633, GO:0009536
comp2457_c0_seq1	GO:0004402, GO:0042967, GO:0005515, GO:0016573, GO:0000123
comp2458_c0_seq1	GO:0008270, GO:0005515
comp2459_c0_seq1	
comp2460_c0_seq1	GO:0009628, GO:0050793, GO:0050794, GO:0009793, GO:0048366, GO:0044763, GO:0010431, GO:0009933
comp2461_c0_seq1	GO:0043229, GO:0044444
comp2462_c0_seq1	GO:0016021, GO:0006810, GO:0005215
comp2463_c0_seq1	GO:0005525, GO:0016887, GO:0005524, GO:0006094, GO:0009506, GO:0009651, GO:0043022, GO:0006096, GO:0016021, GO:0005829, GO:0043023, GO:0006623
comp2464_c0_seq1	
comp2467_c0_seq1	GO:0005524, GO:2001070, GO:0006013, GO:0006003, GO:0006000, GO:0046835, GO:0003873
comp2468_c0_seq1	GO:0005525, GO:0016817, GO:0008152
comp2469_c0_seq1	GO:0009570, GO:0006094, GO:0009651, GO:0006020, GO:0006098, GO:0006096, GO:0009534, GO:0006013, GO:0006000, GO:0004332, GO:0006007, GO:0006979, GO:0005739, GO:0015976
comp2470_c0_seq1	GO:0009506, GO:0006890, GO:0015031, GO:0016021, GO:0005829, GO:0006499, GO:0030126
comp2472_c0_seq1	
comp2473_c0_seq1	GO:0008253, GO:0046872, GO:0016311
comp2474_c0_seq1	GO:0003852, GO:0009097, GO:0009099, GO:0009098, GO:0006090, GO:0009536
comp2475_c0_seq1	GO:0015995, GO:0006364, GO:0009773, GO:0009637, GO:0004365, GO:0009535, GO:0009749, GO:0006636, GO:0009902, GO:0051287, GO:0010218, GO:0010319, GO:0048046, GO:0019344, GO:0019288, GO:0010155, GO:0010114, GO:0006094, GO:0006098, GO:0006096, GO:0009941, GO:0009644, GO:0042742, GO:0042744, GO:0050661, GO:0010207, GO:0031408, GO:0010304, GO:0019216
comp2476_c0_seq1	GO:0005739, GO:0016021, GO:0006486, GO:0008378, GO:0005794
comp2477_c0_seq1	GO:0016021, GO:0008757, GO:0032259
comp2479_c0_seq1	GO:0005524, GO:0018108, GO:0004713, GO:0009069, GO:0004674
comp2480_c0_seq1	GO:0008270, GO:0043171, GO:0005737, GO:0006508, GO:0070006, GO:0042277, GO:0005886
comp2481_c0_seq1	
comp2482_c0_seq1	GO:0016021
comp2483_c0_seq1	GO:0016746, GO:0006118, GO:0003954, GO:0010181, GO:0051287, GO:0051539, GO:0009060
comp2486_c0_seq1	GO:0004842, GO:0005515, GO:0016874, GO:0016567
comp2487_c0_seq1	GO:0015995, GO:0043900, GO:0009072, GO:0009595, GO:0009637, GO:0006766, GO:0006636, GO:0003725, GO:0005506, GO:0010218, GO:0045893, GO:0019760, GO:0019288, GO:0019684, GO:0050832, GO:0016117, GO:0006098, GO:0009644, GO:0006655, GO:0046429, GO:0006612, GO:0042742, GO:0051539, GO:0010304, GO:0031348, GO:0009570, GO:0010363, GO:0009695, GO:0009697, GO:0006546, GO:0009657, GO:0006417, GO:0000165, GO:0009409, GO:0010310, GO:0010155, GO:0010114, GO:0009941, GO:0008652, GO:0009862, GO:0009108, GO:0009867, GO:0009106, GO:0009744, GO:0044272, GO:0000096, GO:0019252, GO:0031408, GO:0055114, GO:0010200, GO:0019216
comp2488_c0_seq1	GO:0009805, GO:0050662, GO:0045552, GO:0009809, GO:0005829, GO:0019761, GO:0055114, GO:0009813, GO:0016621, GO:0009811
comp2490_c0_seq1	GO:0005783, GO:0010155, GO:0005886
comp2491_c0_seq1	
comp2493_c0_seq1	GO:0016020
comp2494_c0_seq1	GO:0005634, GO:0061025, GO:0016021, GO:0005484, GO:0006810, GO:0005886
comp2497_c0_seq1	GO:0042967, GO:0005794, GO:0071554, GO:0016413
comp2499_c0_seq1	GO:0046872, GO:0006486, GO:0005829, GO:0006623
comp2500_c0_seq1	GO:0004722, GO:0008287, GO:0046872, GO:0006470
comp2502_c0_seq1	
comp2503_c0_seq1	GO:0005634, GO:0008270, GO:0061630, GO:0043161, GO:0005515, GO:0005737, GO:0007275, GO:0006915, GO:0016874, GO:0042787
comp2505_c0_seq1	GO:0016021, GO:0009535, GO:0015996
comp2506_c0_seq1	GO:0005739
comp2507_c0_seq1	GO:0016747, GO:0008152
comp2512_c0_seq1	GO:0005524, GO:0005737, GO:0009069, GO:0004674, GO:0006468, GO:0035556
comp2513_c0_seq1	GO:0016310, GO:0016301
comp2514_c0_seq1	GO:0009570, GO:0019252, GO:0019156, GO:0043169, GO:0009664, GO:0005980, GO:0009569
comp2515_c0_seq1	GO:0003676, GO:0048367
comp2516_c0_seq1	GO:0000166, GO:0003676
comp2517_c0_seq1	
comp2518_c0_seq1	GO:0009523, GO:0009941, GO:0009522, GO:0009416, GO:0009768, GO:0009535, GO:0046872, GO:0031409, GO:0016021, GO:0019344, GO:0018298, GO:0016168, GO:0010287
comp2520_c0_seq1	GO:0009507, GO:0006097, GO:0046912
comp2521_c0_seq1	GO:0051301, GO:0005815, GO:0005737, GO:0005509, GO:0007067
comp2522_c0_seq1	GO:0008270, GO:0030150, GO:0005739, GO:0051087, GO:0006457, GO:0050821, GO:0009536
comp2523_c0_seq1	GO:0005515
comp2524_c0_seq1	GO:0009506, GO:0005794, GO:0005774
comp2525_c0_seq1	GO:0006071, GO:0046486, GO:0009395, GO:0031410, GO:0008889
comp2526_c0_seq1	GO:0016021
comp2527_c0_seq1	GO:0005524, GO:0006525, GO:0005737, GO:0006560, GO:0004827, GO:0006433
comp2528_c0_seq1	GO:0016192, GO:0030131, GO:0008565, GO:0005488, GO:0006886
comp2529_c0_seq1	GO:0005634, GO:0048497, GO:0006355, GO:0008289, GO:0043565, GO:0010090, GO:0010103
comp2530_c0_seq1	GO:0000287, GO:0030976, GO:0046482, GO:0010583, GO:0009407, GO:0016829, GO:0005829
comp2531_c0_seq1	GO:0008270, GO:0006888, GO:0006886, GO:0030127
comp2532_c0_seq1	GO:0008270, GO:0005515
comp2534_c0_seq1	GO:0005689, GO:0009507, GO:0071013, GO:0003729, GO:0071004, GO:0005686, GO:0000245
comp2535_c0_seq1	GO:0004656, GO:0031418, GO:0006525, GO:0005506, GO:0006560, GO:0055114, GO:0018401
comp2537_c0_seq1	GO:0005524, GO:0016020, GO:0006508, GO:0004222, GO:0008568
comp2538_c0_seq1	GO:0005515, GO:0071013, GO:0071011, GO:0005662, GO:0000974, GO:0080008, GO:0000398
comp2539_c0_seq1	GO:0016746, GO:0022626, GO:0006084, GO:0009941, GO:0016132, GO:0005886, GO:0016126
comp2540_c0_seq1	GO:0016021, GO:0005576, GO:0005886
comp2542_c0_seq1	GO:0005337, GO:0098655, GO:0016021, GO:0008643, GO:1901642, GO:0005351, GO:0005794, GO:0005774
comp2543_c0_seq1	GO:0009916, GO:0006118, GO:0046872, GO:0016021, GO:0055114, GO:0070469
comp2545_c0_seq1	
comp2547_c0_seq1	GO:0016192, GO:0030131, GO:0006886
comp2549_c0_seq1	GO:0003743, GO:0009507, GO:0005840, GO:0006446
comp2550_c0_seq1	GO:0016020, GO:0009536
comp2553_c0_seq1	GO:0009644, GO:0045893, GO:0043565, GO:0009873, GO:0042542, GO:0005730, GO:0006457, GO:0006355, GO:0009414, GO:0005667, GO:0003700, GO:0009408, GO:0009737, GO:0003713, GO:0045893, GO:0034976
comp2554_c0_seq1	GO:0016021, GO:0015171, GO:0005886, GO:0003333
comp2556_c0_seq1	GO:0006118, GO:0006119, GO:0008121, GO:0046872, GO:0045275, GO:1902600, GO:0055114, GO:0051537, GO:0005743, GO:0070469
comp2557_c0_seq1	GO:0008474, GO:0005737, GO:0016021, GO:0002084, GO:0052689
comp2563_c0_seq1	GO:0005515, GO:0043407, GO:0006570, GO:0004725, GO:0005829, GO:0070300, GO:0035335, GO:0048193, GO:0052866, GO:0046856
comp2564_c0_seq1	GO:0005788, GO:0008152, GO:0031410, GO:0016787
comp2565_c0_seq1	GO:0009407, GO:0016021, GO:0005886
comp2566_c0_seq1	GO:0010075, GO:0007264, GO:0006084, GO:0005085, GO:0007020, GO:0000911, GO:0010090, GO:0005488, GO:0005886, GO:0009855, GO:0043547, GO:0005634, GO:0016192, GO:0045010, GO:0005829, GO:0016132, GO:0070971, GO:0019898, GO:0016126, GO:0010014
comp2568_c0_seq1	GO:0008152, GO:0003950
comp2569_c0_seq1	GO:0007062, GO:0016558, GO:0090503, GO:0008270, GO:0007131, GO:0043247, GO:0009888, GO:0042138, GO:0009887, GO:0003676, GO:0005634, GO:0004534, GO:0006635, GO:0010638, GO:0045132, GO:0010332, GO:0010587, GO:0031048, GO:0032204
comp2570_c0_seq1	GO:0016758, GO:0008152
comp2571_c0_seq1	GO:0006888, GO:0006890, GO:0005198, GO:0006891, GO:0030126
comp2572_c0_seq1	GO:0005634, GO:0003677, GO:0005515, GO:0006355, GO:0009725
comp2574_c0_seq1	GO:0005525, GO:0009507, GO:0046872, GO:0003935, GO:0009231, GO:0008686
comp2575_c0_seq1	GO:0006857, GO:0005634, GO:0003677, GO:0005667, GO:0003700, GO:0016020, GO:0006355, GO:0006355
comp2577_c0_seq1	GO:0051082, GO:0006457
comp2578_c0_seq1	GO:0048268, GO:0030276, GO:0030136, GO:0005886, GO:0005545
comp2579_c0_seq1	GO:0008152, GO:0009536, GO:0016787
comp2580_c0_seq1	
comp2581_c0_seq1	GO:0005515, GO:0000502
comp2583_c0_seq1	GO:0005789, GO:0005525, GO:0003924, GO:0008152, GO:0016021
comp2584_c0_seq1	GO:0003677
comp2587_c0_seq1	GO:0005634, GO:0006355, GO:0008289, GO:0043565
comp2588_c0_seq1	GO:0005509, GO:0005739, GO:0031410, GO:0009536, GO:0030247
comp2589_c0_seq1	GO:0005525, GO:0005200, GO:0005874, GO:0007017
comp2590_c0_seq1	GO:0008270, GO:0010182, GO:0009611, GO:0009863, GO:0004386, GO:0009867, GO:0042742, GO:0005886, GO:0048825, GO:0009744, GO:0003677, GO:0005524, GO:0048571, GO:0009506, GO:0000184, GO:0005829, GO:0016246
comp2591_c0_seq1	GO:0003676, GO:0008270
comp2592_c0_seq1	GO:0005634, GO:0005737, GO:0019773, GO:0004298, GO:0006511
comp2593_c0_seq1	GO:0005524, GO:0006869, GO:0042626, GO:0055085, GO:0043231, GO:0008152, GO:0016021
comp2594_c0_seq1	GO:0005524, GO:0003723, GO:0005739, GO:0010501, GO:0004004
comp2595_c0_seq1	GO:0005777, GO:0048608, GO:0046487, GO:0007031, GO:0009686, GO:0009740, GO:0032365, GO:0009845
comp2596_c0_seq1	GO:0009266, GO:0007030, GO:0006040, GO:0006096, GO:0005794, GO:0046686, GO:0009505, GO:0006972, GO:0004128, GO:0005758, GO:0006833, GO:0006118, GO:0005507, GO:0055114
comp2597_c0_seq1	GO:0005509
comp2598_c0_seq1	GO:0006094, GO:0010074, GO:0009651, GO:0006096, GO:0006531, GO:0000049, GO:0006400, GO:0006499, GO:0006522, GO:0006406, GO:0005524, GO:0009507, GO:0009909, GO:0004813, GO:0006419, GO:0005739, GO:0005829, GO:0051604, GO:0016597
comp2599_c0_seq1	GO:0005975, GO:0008422, GO:0031410, GO:0016740
comp2600_c0_seq1	GO:0010817, GO:0009825, GO:0003779, GO:0000271, GO:0043481, GO:0005829, GO:0048767, GO:0071555, GO:0006007, GO:0030036, GO:0009932
comp2602_c0_seq1	GO:0003676, GO:0005524, GO:0008152, GO:0004386
comp2603_c0_seq1	GO:0005515, GO:0005886
comp2604_c0_seq1	GO:0000902, GO:0009536
comp2605_c0_seq1	GO:0008270, GO:0005515
comp2605_c1_seq1	GO:0016579, GO:0005634, GO:0005524, GO:0061630, GO:0043161, GO:0031625, GO:0005737, GO:0000209, GO:0016874
comp2606_c0_seq1	GO:0000166, GO:0003723, GO:0006396
comp2608_c0_seq1	GO:0005096, GO:0043547
comp2609_c0_seq1	GO:0009793, GO:0033043, GO:0009628, GO:0016070, GO:0050793, GO:0045491, GO:0048522, GO:0048366, GO:0010016, GO:0033036, GO:0016574, GO:0010431, GO:0010014, GO:0070646, GO:0065008, GO:0008270, GO:0007389, GO:0044249, GO:0006513, GO:0006950, GO:0007346, GO:0040007, GO:0009887, GO:0005515, GO:0010467, GO:0010564
comp2610_c0_seq1	
comp2611_c0_seq1	GO:0006333, GO:0007623, GO:0005886, GO:0006979, GO:0009507, GO:0004602, GO:0009407, GO:0006749, GO:0006804, GO:0048046, GO:0098869, GO:0005829, GO:0055114
comp2613_c0_seq1	GO:0008150
comp2614_c0_seq1	
comp2616_c0_seq1	
comp2617_c0_seq1	GO:0006118, GO:0006206, GO:0005737, GO:0019430, GO:0004791, GO:0055114
comp2618_c0_seq1	
comp2620_c0_seq1	GO:0003735, GO:0015141, GO:0016021, GO:0042254, GO:0071422, GO:0005840, GO:0006412
comp2621_c0_seq1	GO:0016021, GO:0031410
comp2622_c0_seq1	GO:0004190, GO:0006508, GO:0016021, GO:0010008, GO:0031410
comp2623_c0_seq1	GO:0007030, GO:0006323, GO:0006833, GO:0050311, GO:0005507, GO:0045892, GO:0010319, GO:0048046, GO:0019344, GO:0019761, GO:0019424, GO:0009266, GO:0009684, GO:0006096, GO:0009941, GO:0006275, GO:0046686, GO:0042644, GO:0006972, GO:0020037, GO:0003677, GO:0016020, GO:0016002, GO:0051539, GO:0016126
comp2624_c0_seq1	GO:0006886, GO:0005622
comp2626_c0_seq1	GO:0005634, GO:0008270, GO:0005515, GO:0005737, GO:0050999
comp2629_c0_seq1	GO:0009534, GO:0009941, GO:0004252, GO:0042793, GO:0009840, GO:0006364, GO:0009902, GO:0010207, GO:0045893, GO:0006508, GO:0010027, GO:0010287, GO:0035304
comp2630_c0_seq1	GO:0005956, GO:0045859, GO:0016310, GO:0019887, GO:0016301
comp2632_c0_seq1	GO:0005634, GO:0003677
comp2635_c0_seq1	GO:0015995, GO:0009507, GO:0042803, GO:0004109, GO:0055114, GO:0006782
comp2638_c0_seq1	GO:0015995, GO:0080093, GO:0010363, GO:0009072, GO:0009695, GO:0006364, GO:0005773, GO:0006546, GO:0006766, GO:0009416, GO:0009514, GO:0000165, GO:0031998, GO:0006636, GO:0009902, GO:0045893, GO:0048046, GO:0019288, GO:0019643, GO:0010310, GO:0016117, GO:0019748, GO:0030060, GO:0006097, GO:0006098, GO:0009941, GO:0008652, GO:0009862, GO:0006655, GO:0006612, GO:0009108, GO:0009867, GO:0009965, GO:0009106, GO:0009617, GO:0044272, GO:0006108, GO:0000096, GO:0010207, GO:0043085, GO:0031408, GO:0030154, GO:0010304, GO:0031348, GO:0010103, GO:0035304
comp2640_c0_seq1	GO:0000287, GO:0004427, GO:0006119, GO:0005829
comp2641_c0_seq1	GO:0003676, GO:0003723, GO:0006606, GO:0005829
comp2642_c0_seq1	GO:0003735, GO:0022625, GO:0019843, GO:0000027, GO:0006412
comp2643_c0_seq1	GO:0009570, GO:0009097, GO:0006094, GO:0006086, GO:0009099, GO:0006096, GO:0009098, GO:0009941, GO:0045254, GO:0004739, GO:0005739, GO:0005829, GO:0055114
comp2644_c0_seq1	GO:0008150
comp2645_c0_seq1	
comp2647_c0_seq1	
comp2648_c0_seq1	GO:0004722, GO:0055062, GO:0008287, GO:0046872, GO:0006470, GO:0006970, GO:0005829, GO:0019497, GO:0046686, GO:0006771, GO:0009505, GO:0003993
comp2649_c0_seq1	GO:0006281, GO:0010162, GO:0061630, GO:0019915, GO:0010182, GO:0000278, GO:0009755, GO:0051301, GO:0009909, GO:0045595, GO:0005829, GO:0007062, GO:0000209, GO:0009880, GO:0010072, GO:0006396, GO:0009845, GO:0080008, GO:0042787, GO:0048825, GO:0031625, GO:0048575, GO:0050826, GO:0010100, GO:0010564
comp2652_c0_seq1	GO:0031410
comp2653_c0_seq1	GO:0005737
comp2655_c1_seq1	GO:0003677, GO:0006355
comp2656_c0_seq1	GO:0071011, GO:0046540, GO:0005682, GO:0005829, GO:0019013, GO:0005686, GO:0005685, GO:0005732, GO:0005687, GO:0000387
comp2657_c0_seq1	GO:0004129, GO:0005507, GO:0045277, GO:0005739, GO:0009853, GO:1902600, GO:0006123, GO:0009535
